key_resp.keys,key_resp.corr,key_resp.rt,totalScore,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,index,image_file,correct,participant,session,date,expName,psychopyVersion,OS,frameRate
4,1,12.6336,1,0,0,0,0,1,0,1.jpg,4,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
5,1,5.0095,2,0,1,1,1,1,1,2.jpg,5,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
1,1,7.2837,3,0,2,2,2,1,2,3.jpg,1,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
2,1,5.4356,4,0,3,3,3,1,3,4.jpg,2,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
6,1,4.9436,5,0,4,4,4,1,4,5.jpg,6,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
3,1,5.3754,6,0,5,5,5,1,5,6.jpg,3,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
6,1,8.358,7,0,6,6,6,1,6,7.jpg,6,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
2,1,3.9681,8,0,7,7,7,1,7,8.jpg,2,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
1,1,8.1374,9,0,8,8,8,1,8,9.jpg,1,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
3,1,22.0591,10,0,9,9,9,1,9,10.jpg,3,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
5,1,9.6837,11,0,10,10,10,1,10,11.jpg,5,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
4,1,5.8082,12,0,11,11,11,1,11,12.jpg,4,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
2,1,4.0625,13,0,12,12,12,1,12,13.jpg,2,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
6,1,5.2602,14,0,13,13,13,1,13,14.jpg,6,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
1,1,3.2291,15,0,14,14,14,1,14,15.jpg,1,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
2,1,7.78,16,0,15,15,15,1,15,16.jpg,2,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
1,1,2.3426,17,0,16,16,16,1,16,17.jpg,1,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
3,1,20.4179,18,0,17,17,17,1,17,18.jpg,3,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
5,1,9.6012,19,0,18,18,18,1,18,19.jpg,5,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
6,1,6.4973,20,0,19,19,19,1,19,20.jpg,6,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
4,1,9.3956,21,0,20,20,20,1,20,21.jpg,4,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
3,1,9.1002,22,0,21,21,21,1,21,22.jpg,3,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
6,0,7.8797,22,0,22,22,22,1,22,23.jpg,4,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
3,0,7.2748,22,0,23,23,23,1,23,24.jpg,5,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
6,0,7.1588,22,0,24,24,24,1,24,25.jpg,8,112,001,2021-07-28_22h40.14.204,Ravens Progressive Matrices,2021.1.1,Win32,60.0024001
