key_resp.keys,key_resp.corr,key_resp.rt,totalScore,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,index,image_file,correct,participant,session,date,expName,psychopyVersion,OS,frameRate
4,1,16.8743,1,0,0,0,0,1,0,1.jpg,4,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
5,1,7.0733,2,0,1,1,1,1,1,2.jpg,5,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
1,1,4.5009,3,0,2,2,2,1,2,3.jpg,1,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
2,1,7.0464,4,0,3,3,3,1,3,4.jpg,2,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
6,1,9.7662,5,0,4,4,4,1,4,5.jpg,6,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
3,1,6.1325,6,0,5,5,5,1,5,6.jpg,3,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
6,1,8.5782,7,0,6,6,6,1,6,7.jpg,6,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
2,1,7.3946,8,0,7,7,7,1,7,8.jpg,2,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
1,1,7.9071,9,0,8,8,8,1,8,9.jpg,1,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
3,1,11.0666,10,0,9,9,9,1,9,10.jpg,3,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
6,0,13.8697,10,0,10,10,10,1,10,11.jpg,5,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
4,1,9.1705,11,0,11,11,11,1,11,12.jpg,4,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
2,1,5.4271,12,0,12,12,12,1,12,13.jpg,2,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
6,1,8.3667,13,0,13,13,13,1,13,14.jpg,6,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
1,1,4.6705,14,0,14,14,14,1,14,15.jpg,1,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
2,1,5.5703,15,0,15,15,15,1,15,16.jpg,2,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
1,1,7.5037,16,0,16,16,16,1,16,17.jpg,1,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
3,1,8.624,17,0,17,17,17,1,17,18.jpg,3,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
5,1,5.9732,18,0,18,18,18,1,18,19.jpg,5,126,001,2021-08-19_08h35.53.670,Ravens Progressive Matrices,2021.1.1,Win32,59.90893841
