key_resp.keys,key_resp.corr,key_resp.rt,totalScore,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,index,image_file,correct,participant,session,date,expName,psychopyVersion,OS,frameRate
4,1,10.7729,1,0,0,0,0,1,0,1.jpg,4,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
5,1,4.9264,2,0,1,1,1,1,1,2.jpg,5,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
1,1,5.8867,3,0,2,2,2,1,2,3.jpg,1,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
2,1,5.1971,4,0,3,3,3,1,3,4.jpg,2,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
4,0,4.387,4,0,4,4,4,1,4,5.jpg,6,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
3,1,3.1723,5,0,5,5,5,1,5,6.jpg,3,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
6,1,4.5271,6,0,6,6,6,1,6,7.jpg,6,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
2,1,12.5761,7,0,7,7,7,1,7,8.jpg,2,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
1,1,4.2001,8,0,8,8,8,1,8,9.jpg,1,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
3,1,5.5937,9,0,9,9,9,1,9,10.jpg,3,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
5,1,12.0562,10,0,10,10,10,1,10,11.jpg,5,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
4,1,13.6997,11,0,11,11,11,1,11,12.jpg,4,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
2,1,4.3329,12,0,12,12,12,1,12,13.jpg,2,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
6,1,9.4619,13,0,13,13,13,1,13,14.jpg,6,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
1,1,4.7592,14,0,14,14,14,1,14,15.jpg,1,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
2,1,3.4952,15,0,15,15,15,1,15,16.jpg,2,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
1,1,7.8341,16,0,16,16,16,1,16,17.jpg,1,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
3,1,6.2816,17,0,17,17,17,1,17,18.jpg,3,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
5,1,4.2961,18,0,18,18,18,1,18,19.jpg,5,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
6,1,5.3864,19,0,19,19,19,1,19,20.jpg,6,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
4,1,5,20,0,20,20,20,1,20,21.jpg,4,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
3,1,10.7374,21,0,21,21,21,1,21,22.jpg,3,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
4,1,10.2279,22,0,22,22,22,1,22,23.jpg,4,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
6,0,39.9291,22,0,23,23,23,1,23,24.jpg,5,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
8,1,10.2155,23,0,24,24,24,1,24,25.jpg,8,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
2,1,10.0667,24,0,25,25,25,1,25,26.jpg,2,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
3,1,8.9034,25,0,26,26,26,1,26,27.jpg,3,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
8,1,14.233,26,0,27,27,27,1,27,28.jpg,8,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
7,1,15.6663,27,0,28,28,28,1,28,29.jpg,7,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
4,1,26.6331,28,0,29,29,29,1,29,30.jpg,4,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
5,1,8.9005,29,0,30,30,30,1,30,31.jpg,5,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
1,1,11.0648,30,0,31,31,31,1,31,32.jpg,1,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
7,1,10.7657,31,0,32,32,32,1,32,33.jpg,7,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
6,1,17.1665,32,0,33,33,33,1,33,34.jpg,6,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
1,1,33.9657,33,0,34,34,34,1,34,35.jpg,1,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
2,1,90.6478,34,0,35,35,35,1,35,36.jpg,2,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
3,1,4.8002,35,0,36,36,36,1,36,37.jpg,3,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
4,1,5.9402,36,0,37,37,37,1,37,38.jpg,4,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
3,1,7.7723,37,0,38,38,38,1,38,39.jpg,3,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
7,1,7.3061,38,0,39,39,39,1,39,40.jpg,7,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
8,1,8.9492,39,0,40,40,40,1,40,41.jpg,8,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
6,1,12.176,40,0,41,41,41,1,41,42.jpg,6,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
5,1,16.2839,41,0,42,42,42,1,42,43.jpg,5,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
4,1,10.5436,42,0,43,43,43,1,43,44.jpg,4,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
1,1,17.3493,43,0,44,44,44,1,44,45.jpg,1,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
2,1,29.6169,44,0,45,45,45,1,45,46.jpg,2,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
5,1,70.1652,45,0,46,46,46,1,46,47.jpg,5,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
8,0,39.5661,45,0,47,47,47,1,47,48.jpg,7,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
7,1,11.6567,46,0,48,48,48,1,48,49.jpg,7,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
6,1,27.8619,47,0,49,49,49,1,49,50.jpg,6,19,001,2021-06-01_19h54.30.003,Ravens Progressive Matrices,2021.1.1,Win32,59.99880002
