key_resp.keys,key_resp.corr,key_resp.rt,totalScore,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,index,image_file,correct,participant,session,date,expName,psychopyVersion,OS,frameRate
2,0,10.9986,0,0,0,0,0,1,0,1.jpg,4,125,001,2021-08-21_13h29.24.325,Ravens Progressive Matrices,2021.1.1,Win32,40.08980115
5,1,5.2551,1,0,1,1,1,1,1,2.jpg,5,125,001,2021-08-21_13h29.24.325,Ravens Progressive Matrices,2021.1.1,Win32,40.08980115
1,1,4.6666,2,0,2,2,2,1,2,3.jpg,1,125,001,2021-08-21_13h29.24.325,Ravens Progressive Matrices,2021.1.1,Win32,40.08980115
2,1,4.1494,3,0,3,3,3,1,3,4.jpg,2,125,001,2021-08-21_13h29.24.325,Ravens Progressive Matrices,2021.1.1,Win32,40.08980115
6,1,7.1993,4,0,4,4,4,1,4,5.jpg,6,125,001,2021-08-21_13h29.24.325,Ravens Progressive Matrices,2021.1.1,Win32,40.08980115
3,1,8.8572,5,0,5,5,5,1,5,6.jpg,3,125,001,2021-08-21_13h29.24.325,Ravens Progressive Matrices,2021.1.1,Win32,40.08980115
6,1,8.0187,6,0,6,6,6,1,6,7.jpg,6,125,001,2021-08-21_13h29.24.325,Ravens Progressive Matrices,2021.1.1,Win32,40.08980115
2,1,8.4964,7,0,7,7,7,1,7,8.jpg,2,125,001,2021-08-21_13h29.24.325,Ravens Progressive Matrices,2021.1.1,Win32,40.08980115
1,1,8.9125,8,0,8,8,8,1,8,9.jpg,1,125,001,2021-08-21_13h29.24.325,Ravens Progressive Matrices,2021.1.1,Win32,40.08980115
2,0,13.9804,8,0,9,9,9,1,9,10.jpg,3,125,001,2021-08-21_13h29.24.325,Ravens Progressive Matrices,2021.1.1,Win32,40.08980115
3,0,3.4524,8,0,10,10,10,1,10,11.jpg,5,125,001,2021-08-21_13h29.24.325,Ravens Progressive Matrices,2021.1.1,Win32,40.08980115
2,0,5.1986,8,0,11,11,11,1,11,12.jpg,4,125,001,2021-08-21_13h29.24.325,Ravens Progressive Matrices,2021.1.1,Win32,40.08980115
