key_resp.keys,key_resp.corr,key_resp.rt,totalScore,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,index,image_file,correct,participant,session,date,expName,psychopyVersion,OS,frameRate
4,1,2.1322,1,0,0,0,0,1,0,1.jpg,4,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
3,0,2.1114,1,0,1,1,1,1,1,2.jpg,5,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
1,1,2.5683,2,0,2,2,2,1,2,3.jpg,1,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
2,1,2.5685,3,0,3,3,3,1,3,4.jpg,2,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
4,0,3.0114,3,0,4,4,4,1,4,5.jpg,6,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
3,1,3.7468,4,0,5,5,5,1,5,6.jpg,3,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
6,1,3.098,5,0,6,6,6,1,6,7.jpg,6,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
2,1,5.308,6,0,7,7,7,1,7,8.jpg,2,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
1,1,3.1184,7,0,8,8,8,1,8,9.jpg,1,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
3,1,4.2698,8,0,9,9,9,1,9,10.jpg,3,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
1,0,6.9011,8,0,10,10,10,1,10,11.jpg,5,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
4,1,6.4662,9,0,11,11,11,1,11,12.jpg,4,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
2,1,4.1601,10,0,12,12,12,1,12,13.jpg,2,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
6,1,2.3616,11,0,13,13,13,1,13,14.jpg,6,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
1,1,2.2502,12,0,14,14,14,1,14,15.jpg,1,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
2,1,5.53,13,0,15,15,15,1,15,16.jpg,2,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
5,0,4.6146,13,0,16,16,16,1,16,17.jpg,1,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
3,1,6.4697,14,0,17,17,17,1,17,18.jpg,3,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
5,1,4.1794,15,0,18,18,18,1,18,19.jpg,5,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
6,1,4.7494,16,0,19,19,19,1,19,20.jpg,6,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
4,1,4.741,17,0,20,20,20,1,20,21.jpg,4,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
3,1,4.6391,18,0,21,21,21,1,21,22.jpg,3,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
4,1,5.303,19,0,22,22,22,1,22,23.jpg,4,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
3,0,6.8995,19,0,23,23,23,1,23,24.jpg,5,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
6,0,7.0471,19,0,24,24,24,1,24,25.jpg,8,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
2,1,6.5696,20,0,25,25,25,1,25,26.jpg,2,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
3,1,5.7477,21,0,26,26,26,1,26,27.jpg,3,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
8,1,9.5504,22,0,27,27,27,1,27,28.jpg,8,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
7,1,8.2493,23,0,28,28,28,1,28,29.jpg,7,65,001,2021-06-18_12h00.09.891,Ravens Progressive Matrices,2021.1.1,Win32,59.78000956
