key_resp.keys,key_resp.corr,key_resp.rt,totalScore,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,index,image_file,correct,participant,session,date,expName,psychopyVersion,OS,frameRate
4,1,2.104,1,0,0,0,0,1,0,1.jpg,4,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
5,1,6.132,2,0,1,1,1,1,1,2.jpg,5,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
1,1,4.013,3,0,2,2,2,1,2,3.jpg,1,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
2,1,4.161,4,0,3,3,3,1,3,4.jpg,2,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
6,1,7.925,5,0,4,4,4,1,4,5.jpg,6,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
3,1,7.411,6,0,5,5,5,1,5,6.jpg,3,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
6,1,7.55,7,0,6,6,6,1,6,7.jpg,6,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
2,1,9.363,8,0,7,7,7,1,7,8.jpg,2,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
1,1,10.144,9,0,8,8,8,1,8,9.jpg,1,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
3,1,8.112,10,0,9,9,9,1,9,10.jpg,3,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
6,0,29.752,10,0,10,10,10,1,10,11.jpg,5,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
4,1,13.305,11,0,11,11,11,1,11,12.jpg,4,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
2,1,8.613,12,0,12,12,12,1,12,13.jpg,2,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
6,1,11.179,13,0,13,13,13,1,13,14.jpg,6,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
1,1,5.399,14,0,14,14,14,1,14,15.jpg,1,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
2,1,8.999,15,0,15,15,15,1,15,16.jpg,2,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
1,1,5.395,16,0,16,16,16,1,16,17.jpg,1,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
3,1,8.293,17,0,17,17,17,1,17,18.jpg,3,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
6,0,9.362,17,0,18,18,18,1,18,19.jpg,5,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
6,1,22.976,18,0,19,19,19,1,19,20.jpg,6,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
4,1,11.512,19,0,20,20,20,1,20,21.jpg,4,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
3,1,6.743,20,0,21,21,21,1,21,22.jpg,3,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
4,1,8.878,21,0,22,22,22,1,22,23.jpg,4,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
5,1,34.341,22,0,23,23,23,1,23,24.jpg,5,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
6,0,15.16,22,0,24,24,24,1,24,25.jpg,8,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
2,1,18.159,23,0,25,25,25,1,25,26.jpg,2,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
3,1,21.689,24,0,26,26,26,1,26,27.jpg,3,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
6,0,42.114,24,0,27,27,27,1,27,28.jpg,8,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
7,1,36.938,25,0,28,28,28,1,28,29.jpg,7,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
4,1,39.471,26,0,29,29,29,1,29,30.jpg,4,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
5,1,19.505,27,0,30,30,30,1,30,31.jpg,5,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
1,1,49.847,28,0,31,31,31,1,31,32.jpg,1,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
7,1,20.724,29,0,32,32,32,1,32,33.jpg,7,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
6,1,28.423,30,0,33,33,33,1,33,34.jpg,6,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
1,1,69.893,31,0,34,34,34,1,34,35.jpg,1,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
1,0,53.813,31,0,35,35,35,1,35,36.jpg,2,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
3,1,11.695,32,0,36,36,36,1,36,37.jpg,3,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
4,1,32.303,33,0,37,37,37,1,37,38.jpg,4,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
3,1,14.826,34,0,38,38,38,1,38,39.jpg,3,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
7,1,8.393,35,0,39,39,39,1,39,40.jpg,7,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
8,1,22.261,36,0,40,40,40,1,40,41.jpg,8,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
6,1,26.738,37,0,41,41,41,1,41,42.jpg,6,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
5,1,21.057,38,0,42,42,42,1,42,43.jpg,5,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
4,1,24.619,39,0,43,43,43,1,43,44.jpg,4,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
5,0,21.043,39,0,44,44,44,1,44,45.jpg,1,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
2,1,81.368,40,0,45,45,45,1,45,46.jpg,2,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
6,0,121.64,40,0,46,46,46,1,46,47.jpg,5,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
5,0,60.277,40,0,47,47,47,1,47,48.jpg,7,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
3,0,17.057,40,0,48,48,48,1,48,49.jpg,7,79,001,2021-07-20_16h06.56.275,Ravens Progressive Matrices,2021.1.1,Win32,60.0240096
