key_resp.keys,key_resp.corr,key_resp.rt,totalScore,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,index,image_file,correct,participant,session,date,expName,psychopyVersion,OS,frameRate
4,1,13.001,1,0,0,0,0,1,0,1.jpg,4,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
5,1,3.9602,2,0,1,1,1,1,1,2.jpg,5,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
1,1,1.9747,3,0,2,2,2,1,2,3.jpg,1,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
2,1,4.3771,4,0,3,3,3,1,3,4.jpg,2,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
4,0,8.9967,4,0,4,4,4,1,4,5.jpg,6,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
3,1,5.809,5,0,5,5,5,1,5,6.jpg,3,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
6,1,5.5202,6,0,6,6,6,1,6,7.jpg,6,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
2,1,7.8378,7,0,7,7,7,1,7,8.jpg,2,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
1,1,5.4528,8,0,8,8,8,1,8,9.jpg,1,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
3,1,14.8305,9,0,9,9,9,1,9,10.jpg,3,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
5,1,20.9532,10,0,10,10,10,1,10,11.jpg,5,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
4,1,13.7084,11,0,11,11,11,1,11,12.jpg,4,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
2,1,5.5505,12,0,12,12,12,1,12,13.jpg,2,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
6,1,4.2838,13,0,13,13,13,1,13,14.jpg,6,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
1,1,3.0103,14,0,14,14,14,1,14,15.jpg,1,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
2,1,2.9917,15,0,15,15,15,1,15,16.jpg,2,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
1,1,16.2782,16,0,16,16,16,1,16,17.jpg,1,1,001,2021-11-08_16h17.11.469,Ravens Progressive Matrices,2021.1.1,Win32,59.86590038
